Restaurant name,Restaurant Rating,Restaurant latitude,Restaurant longitude
Dino's Subs & More,5.0,26.20054,-80.18826
3Natives,4.2,26.3511488695809,-80.1569752754631
Buffalo Wild Wings,3.1,26.285634,-80.203698
Annie's Pizza & Subs,3.9,26.259482,-80.200773
PieZano's Pizza & Pasta,3.9,26.3863675993152,-80.07800943374575
Yellow Yolk Pompano,4.5,26.2315,-80.09274
Ben's Kosher Delicatessen Restaurant & Caterers,3.6,26.408492704359407,-80.20087481541529
Foxtail Coffee - Boca West,4.2,26.367339560812145,-80.17379134365784
Carrot Express,4.2,26.36935,-80.20259
Town Hall Hotel,3.8,-37.798651,144.980509
Katuk,3.9,-37.842173,144.994847
Mr Mason,3.8,-37.81825984,144.95694619
Claypots Barbarossa,4.7,-37.813002,144.960732
Tusk Cafe Bar,4.1,-37.853244,144.992968
Laksa House,3.9,-37.808593,144.960356
Abbotsford Convent,4.3,-37.80218,145.00377
Robot Bar,3.8,-37.81712,144.963761
Anchovy,4.8,-37.81914,145.00263
Tokyo Tina,4.1,-37.855441,144.992939
Royal Exhibition Building,4.4,-37.80474,144.97151
Wide Open Road,3.9,-37.776281,144.961187
Royal Saxon,3.8,-37.829773,144.997387
Little Bean Blue,4.6,-37.812533,144.972996
Glamp Cocktail Bar,3.8,-37.8147812,144.9655762
Garçon,5.0,-37.814227,144.969947
Osteria Ilaria,3.8,-37.8136074692435,144.9619070068
Strozzi Restaurant,3.8,-37.816707,144.963096
Golden Monkey,4.1,-37.812841,144.960991
Olio Cucina,5.0,-37.81526,144.964316
Orange County Regional History Center,4.4,28.5428447723389,-81.3779144287109
Tijuana Flats,3.8,28.57152,-81.38906
Gitto's Pizza,3.7,28.5408888,-81.3791364
TooJay’s Deli - Bakery - Restaurant,3.8,28.665387064874565,-81.3720889212385
West Orange Creamery,4.5,28.5487990352005,-81.5424989999999
Tous Les Jours,4.3,28.55442,-81.41523
The Vineyard Wine Bar and Healthy Bistro,4.4,28.491337,-81.510329
Shaka Donuts,4.2,28.51314,-81.37494
Olive Garden Italian Restaurant,3.7,28.60301,-81.365429
Bellhop,4.1,28.54277759965259,-81.37889315719899
Orchid Thai Cuisine,3.7,28.5997465,-81.3511949
Dave's Hot Chicken,4.0,28.6633048,-81.38367758
Johnny's Other Side,3.5,28.513476,-81.359017
Peach Valley Cafè,3.8,28.5107315209316,-81.3745010222845
Miller's Ale House,3.2,28.66442,-81.37542281655026
Bamboo Asian Cuisine,3.6,28.5723992580808,-81.5187325255976
Seoul Soon Tofu,4.1,28.5544210488309,-81.4152390137315
Carlo's Diner,3.8,28.5855312,-81.5252081
Jeremiah's Italian Ice,4.6,28.688,-81.40592
Napasorn Thai Restaurant,3.6,28.5411548614502,-81.377815246582
Tijuana Flats,3.6,27.91473,-82.74632
Orange Blossom Cafe,4.6,28.0025994,-82.7752295
Duff's Buffet,4.1,28.00973300020959,-82.72995351565518
IHOP,3.1,27.89394,-82.74629
Ice & Cream Creamery,3.8,27.969582,-82.8292323
Panera Bread,3.1,27.871399,-82.760425
Ember Rooftop Lounge at the Cambria Madeira Beach,3.9,27.80249,-82.80052
Friendly Tavern,3.5,27.83326,-82.8331199
First Watch,3.8,27.80831,-82.75211
Steam Train Vapor,4.7,27.8361698409422,-82.7281540192876
Señor Subs & Gyros,4.7,27.96589,-82.78032
Fred E Marquis Pinellas Trail,3.9,27.8801536,-82.807076
Mick's Pub,5.0,27.968391737888627,-82.74894772883555
Applebee's Grill + Bar,2.3,27.916776,-82.7335973
My Happy Place Cafe,4.6,27.817346,-82.822094
Royal Vapor Lounge,4.9,27.92949,-82.78691
Red Tiki Bar,3.9,27.81417,-82.74055
Time Out Sports Bar,3.6,27.85551,-82.82854
Seminole Subs & Gyros,3.5,27.9548873901367,-82.7872848510742
The Shipwreck,3.9,27.9877223968506,-82.826301574707
Midtown Creamery,4.7,25.802486,-80.1911249
Atlantikos,4.1,25.8888332,-80.12287
YES! Cafe,4.4,25.85624,-80.12431
Rakija Lounge,3.4,25.78237,-80.131
Ocean Deli,4.4,25.795666,-80.130058
D'Oro Caffe & Market,4.3,25.7745228,-80.1884252
Gramps,4.2,25.7996102,-80.1982861
Montana's Miami Beach,4.2,25.77747,-80.13157
Braga Portuguese Restaurant,4.8,25.751148301114853,-80.21853935054354
Love 'n Gyros,4.3,25.80341,-80.1954
Honey Uninhibited,4.0,25.76009,-80.20047
La Sandwicherie - Wynwood,4.3,25.79931064879213,-80.19845096886476
House of Food Porn,4.8,25.8326319884545,-80.200107379434
CRAFT Brickell,4.3,25.759678287156813,-80.19156029999999
Frudeco,4.9,25.8500999634701,-80.1931370794773
Icon On Ocean,3.0,25.77908,-80.13122
Mayu Miami,4.6,25.76739,-80.197
Thank You Miami Cocina & Beerhouse,4.8,25.773509799167268,-80.22321471544716
Joe's Pizza,4.4,25.800588360353977,-80.19979622762459
Harolds Shrimp and Chicken,3.4,25.784511,-80.1318113
El Bohio Cuban Restaurant,2.9,26.58407,-80.05287
Mistah Lee's Smokin Good Bbq,4.5,26.47245418155656,-80.09345276295291
John Prince Park,4.2,26.60645,-80.0886
Neptune Fish Market,4.0,26.6226041,-80.0573435947833
The Rock Irish Pub,3.5,26.6160600765249,-80.0550425425172
Capri Pizza,3.9,26.6182709,-80.0652466
China Town,2.7,26.4916586772186,-80.1648301479772
Palm Beach National Golf & Country Club,3.9,26.626201372607845,-80.1643495
Tacos Al Carbon,3.4,26.610585,-80.090338
Asian Spices,3.8,26.6203194,-80.1468124
Lakeview Cafe,5.0,26.50618272,-80.16693564
Ambassador Grill,3.9,26.62279068298215,-80.03763746704188
Foxtail Coffee Delray Beach,4.2,26.457034,-80.0681638
McDonald's,2.1,26.5441989,-80.0910979
Chick-fil-A,3.2,26.527161,-80.186802
Wawa,3.2,26.55164,-80.1889
Mizner Country Club,5.0,26.43592,-80.18576
Carmela Coffee,4.2,26.45715,-80.06665
Uncle Louie G’s,5.0,26.5842641801,-80.0507724906
Kavasutra Kava Bar,5.0,26.527943,-80.097121
Domino's Pizza,1.8,28.3047049,-81.4336635
Panera Bread,2.7,28.381654,-81.405198
Dunkin',2.5,28.28302,-81.35133
Wendy's,1.6,28.40683,-81.45481
Queen Fruit Stand,3.7,28.3067626953125,-81.4421463012695
Little Caesars Pizza,1.9,28.30524,-81.41435
7-Eleven,4.0,28.3246675,-81.4371669
Milanos Pizza,1.9,28.30418,-81.41691
Aroma and Bread Coffee Shop,4.1,28.34332309347816,-81.3294228
Burger King,1.2,28.30466,-81.45988
Starbucks,3.5,28.369506,-81.40758968
Evrbar,4.5,28.40263,-81.42813
Mi Pueblo Bakery,4.3,28.402251,-81.406106
Spanish Rotisserie,3.2,28.30675,-81.44214
Chipotle Mexican Grill,2.3,28.252547,-81.316293
Near&Tasty,2.9,28.358464,-81.332405
Seafire Grill,2.5,28.41097062123961,-81.462132
Taco Bell,1.9,28.343342,-81.329876
Domino's Pizza,1.9,28.26413,-81.435232
Pollito Chicken,3.0,28.3039,-81.4167
Taco Shop,3.9,25.86694,-80.2996
The Clover Irish Pub,3.3,25.7970331243605,-80.2805093147456
Morton's The Steakhouse,3.2,25.75009386368363,-80.25828123092651
Graziano's Mercado - Bird Rd,3.8,25.7335373,-80.3440239
El Maguey on the Road,4.7,25.8767299,-80.34005
Ceviche Bowl,4.8,25.653526,-80.405567
Raspados Loly's,3.9,25.7681,-80.36515
Sweet Lich's,5.0,25.72311853298256,-80.31641403254304
Sanatos Healthy Market and Restaurant ,4.5,25.75371,-80.2583499
Sabor Venezolano Doral,3.1,25.8393187770735,-80.3710828650818
Paseo Catracho,4.1,25.778421,-80.273284
Keik bakeshop - Coral Gables,4.4,25.747265,-80.254351
Sushi Maki - MIA Airport,3.1,25.7971974024835,-80.2797660595551
Graziano’s Mercado at the Lifetime Building,4.6,25.7289477,-80.2589314
Latin Cafe 2000,3.6,25.78029,-80.26372
Fritz and Franz Bierhaus,3.7,25.75074,-80.25586
Sabor A Colombia,4.2,25.775189,-80.368347
Rincon Criollo Restaurant,3.8,25.799974,-80.259765
Islander Bar & Grill,2.8,25.7986206982764,-80.2719644029768
unReal Food!,4.8,25.7360194,-80.3157397
Chef Reece Kitchen,4.4,26.05655991678536,-80.25306491165661
Red Door Asian Bistro & Hibachi,3.6,26.1193909,-80.1366423
Krakus Polish Deli,4.8,26.2279451,-80.2237
Hatch,4.0,26.1323144,-80.13786639
Wells Coffee-Tarpon River,4.6,26.11482,-80.14567
Miller's Ale House - Davie,3.3,26.094853569187546,-80.2503186860042
Hooters,2.8,26.1725106,-80.2560681
Hof’s House of Sweets,4.5,26.11943,-80.13696
Burgers & Beers,4.4,26.153251020808188,-80.14074816921521
Oak Hammock Park,4.7,26.1790849,-80.2730565
Alfredo's Pizza & Restaurant,4.5,26.06124360323821,-80.3108858731478
La Bonne Crepe,3.5,26.11959,-80.13478
Waxy's Pub,3.6,26.10057,-80.13196
Conca DOro Pizza & Pasta,3.9,26.051356994563243,-80.13724189386559
Pinho's,4.5,26.180428,-80.147088
Lucky Cat Street Eatery,4.2,26.2049534,-80.14735322
Vito's Gourmet Pizza,4.1,26.24627,-80.25243
Tea Plus,4.1,26.0531245182377,-80.206659161702
Press and Grind Cafe,4.4,26.09974,-80.12999
Bellgordon's Caribbean Restaurant,5.0,26.16863,-80.30122
Daytona Aquarium and Rainforest Adventure,1.8,29.203984887365717,-81.0418252274394
Bob Evans,2.7,29.11207,-81.02601
McDonald's,1.7,29.2677218869056,-81.029032766819
Wok & Roll,2.8,29.2626094818115,-81.1083679199219
Burger King,1.4,29.2216183894503,-81.04773041472076
Starbucks,2.8,29.11120105,-81.0265098
McDonald's,1.6,29.168530042451685,-81.08705219200247
Chipotle Mexican Grill,2.1,29.218863529779725,-81.09705492360804
La Diva Mexican Kitchen,4.2,29.14552,-80.98886
Dairy Queen Ltd Brazier,3.6,29.28497,-81.08383
Amazing Aquariums,2.3,29.1580917,-81.0229137
Pizza Hut,3.3,29.28088,-81.03488
STARBUCKS,2.3,29.18372668,-81.08003262
Papa Johns Pizza,1.9,29.2387814,-81.05608883450265
Sugar Mill Cafe,3.0,29.1840588335664,-81.0614108680956
the doghouse bar and grill,3.3,29.1473562236853,-81.0166514846411
Genie Steak House and Seafood,5.0,29.139043,-81.133074
Häagen-Dazs,3.1,29.213366,-81.0990148
Ravoliscious,5.0,29.0333112,-81.2813007
Perrys Cafe & Tiki Bar,4.3,29.195999,-80.992302
Sardi Cafe Lounge,4.5,26.153675287136164,-80.140577
Mitchs Downtown Bagel Cafe,4.3,26.12915,-80.14347
Tarrazu Coffee,4.8,26.246152224534537,-80.18937
Dutchy's Gourmet Sausages,4.5,26.11581981786489,-80.202217
Inika Foods,4.8,26.15784875872309,-80.131926
Asahi Chinese & Japanese Restaurant,3.2,26.192458,-80.2737825
Sarpino's Pizzeria - Coral Springs,3.5,26.241613,-80.266679
Webby's Grub and Pub,4.4,26.1234501,-80.2391523
Snappers Fish and Chicken,4.2,26.1223284,-80.1598981
Press and Grind Cafe,4.4,26.09974,-80.12999
Sparrow,3.4,26.1249691,-80.1377119
Esplanade Park,4.8,26.119994,-80.147962
Ole'ole',3.5,26.11969,-80.2578
Taste Rite Jamaican Bakery,3.5,26.2074458006758,-80.2346603572369
Pie-zan's,3.8,26.1091595,-80.14328676895396
La Bonne Crepe,3.5,26.11959,-80.13478
22 Bliss Cafe,4.6,26.148601,-80.262317
Utopia Juice Bar,4.1,26.21233740159567,-80.15465467055769
Mamma Mia Bistro,4.6,26.153748651233165,-80.14065639938802
Piazza Italia,3.7,26.11897,-80.13381
Super Arepa,4.1,26.00890395523947,-80.37457510828972
Domino's Pizza,2.3,26.1170471078133,-80.3128138929605
Mr. Lobster By Chef Alex,4.5,26.1444445,-80.3075132
Golden Krust,3.0,26.171458,-80.2850385
Flamingo West Park,5.0,26.04113566996659,-80.31539470826073
Gumbo Twist,4.3,26.187671700251656,-80.2914619
Firefly Italian Restaurant,4.8,26.06123592027559,-80.31087919893365
Paradise Cups,5.0,26.8926116,-80.06017
Subway,2.2,26.083791,-80.369742
Subway,3.7,26.0666297480064,-80.3146669684637
Charleys Cheesesteaks and Wings,5.0,26.00577,-80.389557
The Scotch Malt Whisky Society,5.0,26.185957,-80.286921
DJ's Sweet Bakes,5.0,26.02454567,-80.2946701
Gelato Mio,4.6,26.149828,-80.324413
McDonald's,1.6,26.0082898004693,-80.3948988765479
Lakeview Restaurant,4.2,26.099765223662605,-80.276737
Einstein Bros. Bagels,2.6,26.135103668103422,-80.28795745426984
Naf Naf Grill,5.0,26.010755,-80.295554
Mango Biche Mia,3.7,26.0104617342339,-80.304332150534
Chicken Kitchen,2.3,26.0269941,-80.3126904
Wok Inn,3.4,26.5304672,-80.1226451
Couture Cakes,3.6,26.45891,-80.0672699
Buffalo Wild Wings,2.5,26.54001927272142,-80.09110420333947
Chipotle Mexican Grill,2.6,26.4391939898396,-80.078464
Rotelli's Pizza & Pasta,3.3,26.5352577772743,-80.0900262883606
Hoffman's Chocolates,4.1,26.362433,-80.123508
SubCulture Coffee,4.2,26.3551549,-80.0856013
Mamma Mia's Express,3.5,26.52644,-80.162732
Ocean Ridge Hammock Park,4.6,26.5337408331725,-80.0471953371077
Jersey Mike's Subs,3.8,26.512707800034327,-80.0890468156512
Porto Bella Italian Restaurant & Pizzeria,3.1,26.530686,-80.120647
Palm Diner,3.6,26.52886,-80.12043
Starfish Food Truck,5.0,26.0114531061276,-80.1608687639236
Veteran's Park,4.6,26.46263,-80.06464
Chinatown,3.3,26.5137539624976,-80.0612339701959
Dunkin',3.5,26.459002784467664,-80.09425575918397
Cracker Barrel Old Country Store,3.0,26.51594,-80.07802
Jeremiah's Italian Ice,4.2,26.541679389899215,-80.0902512050871
Boca Bagel Bar,4.0,26.3880085400417,-80.0769860297441
Billie Swamp Safari,4.0,26.330038,-81.054536
Kool Vybez,5.0,29.2089,-81.01814
KavaJava,5.0,29.02287111331579,-80.9290469
Häagen-Dazs,3.1,29.213366,-81.0990148
Daytona Aquarium and Rainforest Adventure,1.8,29.203984887365717,-81.0418252274394
Burger King,1.0,29.2111492156982,-81.0236968994141
STARBUCKS,2.3,29.18372668,-81.08003262
Ponce Inlet Veterans Memorial,4.5,29.0801715379144,-80.928672237148
Upper Crust & Crumb Bagelry & Bread Cafe,2.7,29.22869447318836,-81.08560941202893
7-Eleven,1.0,29.1488396,-80.9681465
NASCAR Garage Bar & Grill,2.0,29.1862202,-81.068367
Tacos Land,3.6,29.2049102783203,-81.0220031738281
NOB's Now,5.0,28.6122187,-80.8075537
Starbucks,1.3,29.188256,-81.049268
Happy Trails Dog Park,4.0,29.098692075836627,-80.94093199999999
Daytona Beach Golf Club,2.8,29.1872807,-81.0159836
Orlando Golf Cars,5.0,28.54701574954176,-81.2848833319174
Hopa Long Cafe,4.0,29.16447,-81.084146
7-Eleven,3.7,29.2205848920874,-81.0098858177662
Wing Boss,3.5,29.1972,-81.05649
Ocean Deck,3.3,29.2244564,-81.0059615
Sunset Sub,3.7,27.989968,-82.732456
Dream Catcher Explorations,5.0,28.155663,-82.758165
Green Market Cafe,3.9,28.192445,-82.637878
Einstein Bros. Bagels,3.2,28.012477998649043,-82.70756929272989
Highlander Park,4.9,28.0363220182677,-82.777152511145
Bavaro's Pizza Napoletana and Pastaria,4.0,27.980886956711036,-82.8273506
Sabor A Cuba Cafe,5.0,28.15571,-82.75934
Parthenon Restaurant & Bakery,4.2,28.155344,-82.761253
DK's Sports Grill,5.0,28.1402661810724,-82.75732371554602
Rick's Warehouse Deli,4.2,28.0422058105469,-82.6566848754883
Hemp Coffee House,5.0,28.0928266056896,-82.74114341104458
Masa Sub and Grill With A Touch Of Mediterranean,4.0,28.193359,-82.699585
Ice Barr,5.0,27.991018857045464,-82.6948534
Mobbly Beach Park & Mobbly Bayou,4.6,28.012103,-82.665527
The Honey Baked Ham Company,3.8,27.9849319458008,-82.7303924560547
Ghost Party Haunted Tours,3.2,27.960889,-82.44189
Kaiko Sushi Bar & Japanese Restaurant,3.4,28.011405,-82.710931
Kookie Krums,3.9,28.012494,-82.785657
Hillsborough State Park Poolside Cafe,4.4,28.147995,-82.234892
Overtime Sports Bar,4.3,27.9895964,-82.7563008
Cilantro Asian Bistro,3.8,25.98695394058322,-80.1307211
Caracas Bakery,3.8,25.842185,-80.184038
Lido Bayside Grill,3.3,25.792333,-80.14915
Pizza Bianco,4.1,25.954474,-80.1197403
Roni's By The Ocean,3.4,25.858638218232237,-80.1201329
Mo's Bagels & Deli,3.1,25.94817,-80.14509
Tropical Tastebuds,4.7,25.9287501706056,-80.1904324069619
VIP Services Miami,5.0,25.86041438617804,-80.18252146097574
Flora Plant Kitchen,4.6,25.82728031786927,-80.18737569999999
Full Moon Drum Circle,4.6,25.8641599,-80.1210399
Santo Dulce Churros,4.6,25.80450428113291,-80.18920157055224
AQ Chop House by Il Mulino,4.0,25.9418599,-80.12117
Jules Kitchen at Circa 39 Hotel,3.7,25.812,-80.1235899
Miami Best Wings,4.0,25.912507,-80.21312
Ohho Ramen Dimsum,3.7,25.92917,-80.135903
Yip - Wynwood,3.8,25.79931,-80.198
Happy's Stork Lounge and Liquor,4.0,25.84799798474763,-80.15174076846793
Krispy Kreme,4.0,25.928226,-80.189499
Crafty Crab,2.8,25.92189185430687,-80.15421409524716
Soff's,4.6,25.960025,-80.137031
Parrilladas Argentina,4.5,25.6697531,-80.4063523
Selva's Cake Designers,3.2,25.688266,-80.418211
Miss Tea,3.9,25.701945,-80.357029
La Union Restaurant,5.0,25.619029,-80.34797
Wendy's,1.4,25.684536470285,-80.4547734602614
Parrilla Havanera Restaurant,4.2,25.59613,-80.3693
Papa Johns Pizza,2.3,25.6843843773727,-80.4176853711987
Mr. Comelon,3.9,25.68071574988236,-80.31894733381304
Smoke That Beef,4.5,25.64913,-80.41496
The Caribe Vegan,4.8,26.13527679,-80.12199402
Firehouse Subs,2.9,25.68531,-80.39824
Naked Orange Cafe,4.1,25.72897,-80.42485
Ah-Tah-Thi-Ki Museum,4.4,26.2964721968799,-80.9701056772461
Subway,3.4,25.6856605,-80.4546686
Five Guys,3.5,25.7555915,-80.3667146
Farm To Fork Meals,5.0,25.80400491,-80.19223718
Mochima Bistro,5.0,25.59743718171886,-80.3709324
Casa Dorado Restaurant,3.6,25.60671662299441,-80.34793206132477
Vicky Cafe FIU,3.6,25.75345,-80.37332
Larry and Penny Thompson Park,3.5,25.60177592691158,-80.39454809213207
Dubois Pioneer Home,5.0,26.943142,-80.0757216
Krispy Krunchy Chicken,5.0,26.7582589,-80.0869073
Bert Winters Park,4.5,26.8735,-80.06474
Taco Bell,2.9,26.934116,-80.077822
Hot Dog Carts,5.0,26.8119060813006,-80.2455464816651
Dunkin',2.8,26.9350387,-80.09311482830779
Jupiter Inlet Shipwrecks,5.0,26.943615957391,-80.0730918032024
Jimmy John's,2.9,26.8986111,-80.1015032
Burger King,2.0,26.7595043704984,-80.0892296433448
Maplewood Park,3.0,26.925528,-80.125408
Wendy's,3.1,26.78365,-80.09465
Burger King,1.2,26.8086456,-80.0791311264038
McDonald's,1.6,26.96219,-80.08414
Jersey Mike's Subs,3.5,26.93462,-80.09229
Bluefire Grill,2.0,26.838285,-80.099319
Little Caesars Pizza,2.3,26.8083782846488,-80.0801429875094
China Wok,2.4,26.898911,-80.101852
Matteo's Restaurant,3.2,26.89385,-80.06148
Legacy Lounge & Restaurant,4.5,26.736493,-80.056104
Pine Glades,5.0,26.941627680891415,-80.25700084358101
Romano's Macaroni Grill,2.7,28.522854,-81.586856
QZO Pizza,4.8,28.5697268,-81.5455229
Riverside Mill Food Court,2.8,28.386699,-81.536759
Mulligan's Pub,3.7,28.3308,-81.52732
Foxtail Coffee,4.0,28.4867245354873,-81.599508
Vegan Scoops,5.0,28.5389756,-81.3494592
China Wok,3.6,28.516256938030036,-81.61971441165655
Jellyrolls,3.5,28.36729549854409,-81.55784245313583
Journey Of Water - Inspired By Moana,4.5,28.3729513,-81.5471905
B.B. Wolf's Sausage,3.6,28.3716111,-81.516212
Clay Oven Indian Cuisine,3.6,28.33659,-81.59394
Side Bar,4.4,28.54096,-81.37925
River Street Sweets,4.2,28.344647,-81.608336
Disney's Palm Golf Course,3.4,28.401998,-81.591567
Pepe by José Andrés,3.8,28.370447175808977,-81.52136997456323
United Kingdom Pavilion,4.4,28.3704098132357,-81.551645099904
Lickety Split,4.3,28.4017448425293,-81.5454177856445
Andiamo Italian Bistro,3.4,28.372468,-81.510843
Red Panda Noodle,4.7,28.541801496003597,-81.37357511453293
Creature Comforts,4.1,28.3576468745457,-81.591725644722
Wow Wing House,4.4,26.1870202,-80.2061895
Outback Steakhouse,2.7,26.25497,-80.252908
Hong Kong Dim Sum,3.5,26.2602781839988,-80.2493330491957
Smokey Bones,3.2,26.3525813880206,-80.2039664230775
10x vegan,4.6,26.210136,-80.122606
Casa Do Pastel,4.0,26.274837,-80.117244
Sun Sun Chinese Food,3.8,26.2727649,-80.2640956
Wings-N-Ale,3.3,26.287871,-80.2501168
La Antioquena,3.8,26.1966432,-80.2521915
Tacos wey 561,4.7,26.39407186374652,-80.19818910496825
TQLA station,4.8,26.2443351,-80.2001432
Fin’s Kitchen,4.7,26.1860446929932,-80.2268371582031
Gusticos Bistro,4.0,26.31863,-80.13421
Juice 2 U Organic Kitchen,4.2,26.27189,-80.1530499
California Pizza Kitchen,3.3,26.15603396,-80.11842901
Crafty Crab - Fort Lauderdale,3.5,26.163523,-80.11616
Play By Play Sports Bar & Lounge,3.9,26.2240878,-80.1231151
Localicious Caribbean Ice Cream,4.0,26.1405514,-80.2049545
Goldy’s Deli & Market,4.7,26.2442673756003,-80.20576583882867
Que Perros,4.6,26.255792080669067,-80.20201688898375
Thats a Wrap Sandwich Co,4.7,26.241028,-80.24923
The Cheesecake Factory,3.1,26.36734320237416,-80.1298607
Deerfield Beach Arboretum,4.4,26.31874896769702,-80.14313890264324
Mannino's,4.1,26.20658,-80.28510167
DelacaSeas Cafe,4.1,26.1902683,-80.0975188
Manhattan Joe's Pizzeria - East Boca,3.9,26.367284711099597,-80.09068400429679
Dandee Donut Factory,4.2,26.2314,-80.1046999
Miller's Ale House,3.6,26.393225569791067,-80.11206395407247
Maggie McFly’s,3.7,26.363705,-80.131329
Vaella Coffee & Tea,4.5,26.1891036,-80.1341656
Savvy Sliders,4.7,26.18765,-80.17572
Guido's Meat Market & Deli,4.4,26.209889,-80.122198
Game of Axes,4.9,26.34965,-80.23038
The Flava Zone,4.3,26.186361918848743,-80.25121495127678
The View at Colony West,4.0,26.20735656869786,-80.26838945744359
El Patio Boca,4.3,26.367829,-80.090726
Spikey Ty,3.9,26.2890923,-80.2826545
Curry Cafe,4.5,26.18140921569349,-80.25134868631123
Meal In A Pie,4.7,26.182867,-80.1201235
Lester's Diner,3.2,26.24491,-80.199353
Pinecrest Gardens,4.5,25.669461,-80.285625
Sweet Lich's,5.0,25.72311853298256,-80.31641403254304
Smile Empanadas,4.7,25.70499,-80.28526
Atelier Monnier - Pinecrest,4.5,25.68236,-80.314305
Mint Beirut,5.0,25.771816,-80.264648
El Palacio de los Jugos,3.5,25.74835,-80.30947
Poke88,4.5,25.685704611719327,-80.36450273118582
Vicky Cafe FIU,3.6,25.75345,-80.37332
Dora's Bakery & Bistro,4.4,25.76447404286801,-80.2578867
Punto Criollo,4.4,25.7484,-80.26008
Two Chef's,3.7,25.6935596,-80.3022651
East Thai and Noodle House,4.1,25.7040414,-80.28968510961427
Everglades Holiday Park,4.1,26.0608457592371,-80.4449329362457
Nau Lounge,5.0,25.797898,-80.335916
Tea & Poets,4.5,25.705632299808,-80.2860339300594
Giardino Gourmet Salads,4.0,25.811,-80.38273
Ohho Noodles Market,3.8,25.71672337,-80.27378209
Gaetano's Pizzeria,4.3,25.6792147,-80.3186839
Fuegos Del Sur - Kendall,4.1,25.69132,-80.38621
Sancho Restaurant,3.7,25.7600770049315,-80.4102134595245
Bradentrucky,1.0,27.495388289547066,-82.6138847287169
Dickey's Barbecue Pit,1.0,27.53267,-82.5037
D & D Restaurant,4.0,27.53506724233,-82.5629106536508
Circle K,2.3,27.52141199999484,-82.55303367066419
Taco Bell,1.9,27.5308215,-82.50134883
Buffalo Creek Park,4.5,27.5747836332983,-82.4840071052313
7-Eleven,5.0,27.4187052677648,-82.5317193567787
Tacos Al Tamirano,3.0,27.472794,-82.546227
7-Eleven,2.0,27.5135121591529,-82.5622840225697
Subway,3.7,27.3911297484033,-82.5081896091285
Bistro Restaurant and Lounge,3.0,27.49948,-82.56484
PLAY Arcade & Bar,3.0,27.49604,-82.57369
Dewars Clubhouse,1.9,27.3834,-82.5529785
Crazy Mocha Coffee,3.0,27.482247,-82.623368
7-Eleven,3.0,27.4963307174775,-82.6207239925861
Wicked Groovy Grill,2.3,27.4526634,-82.5664057
Checkers,2.1,27.390939,-82.505189
Stackd Cake Studio,2.4,27.53354411884047,-82.50104929999999
Hidden Lake Park,3.0,27.523239808130093,-82.58672540239081
The RibbMann,3.0,27.4918509583224,-82.5646008357478
Culver's,3.3,27.2495727539063,-82.514030456543
Mr R Tacos,4.7,27.43592,-82.5455
Five Star Pizza - Bradenton,3.8,27.4367161,-82.5964863
Bistro- Sarasota Art Museum,3.7,27.326112,-82.5294428
Chicken Salad Chick,3.9,27.444121478109743,-82.50592083334502
Freddy's Frozen Custard & Steakburgers,3.8,27.44360433548809,-82.46465753644452
Vesuvio  Wood Fired Pizza,5.0,27.326140114175487,-82.47241289610152
Starbucks,3.1,27.3374652,-82.5424902
Waffle Stop,3.2,27.3304,-82.53117
Healthy to Go,4.9,27.26023,-82.51582
Cipriano Cucina and Bar,3.8,27.44822,-82.59815
Gelato go,5.0,27.38457,-82.453122
Norman Love Confections,4.6,27.3899403,-82.4526593
The Parrot Patio Bar & Grill,3.7,27.44448,-82.4675
Kahwa Coffee,4.3,27.38998,-82.4412399
Gillespie Park,4.3,27.3432848459858,-82.5336816186498
Salty Jims Island Bar & Grill,4.4,27.309073078079823,-82.496534904496
Chili's,2.8,27.294083782079817,-82.53012509999999
Blue Pineapple Ice Cream,5.0,27.342699416294828,-82.49780490308012
Joyland Live - Sarasota,3.8,27.391339548729704,-82.5038873
Pizza Boy,1.0,28.622269,-81.438317
Performance Golf,1.0,28.6319484710693,-81.4017944335938
Trotters Park,3.0,28.600668,-81.410082
Bay Bluffs Park,3.1,30.45586,-87.16935
Beyond Van Gogh,2.3,30.472972,-87.311908
Dunkin',1.8,30.531729328026003,-87.31367081530334
Pizza Hut,1.5,30.40771559766863,-87.27582047443792
Exchange Park,4.0,30.43708,-87.17759
15:17 Cafe at Baptist,5.0,30.53401,-87.21885
Burger King,1.7,30.499904,-87.221197
Pollos El Gordo,4.0,30.39189163940827,-87.26316444575787
Plaza de Luna,3.2,30.402385896122897,-87.21283623891618
Little Caesars,3.0,30.43667,-87.27708
Big Easy Tavern & Cajun Cafe,1.0,30.421142625881895,-87.21703251288871
Great American Cookie,3.0,30.47509723369498,-87.20683990548508
Splash City Adventures,1.1,30.48807,-87.26167
Outdoor Gulf Coast,5.0,30.5337352752686,-87.2118606567383
China Max,2.2,30.4748614,-87.2075402
The Shack,5.0,30.5348663330078,-87.3257293701172
Tropical Smoothie Cafe,2.8,30.366297114552925,-87.17143608389108
Voices of Pensacola,5.0,30.409352,-87.2131717
Pizza Hut,2.3,30.498086,-87.171509
Cactus Flower Food Truck,4.0,30.445736,-87.204224
Aki Asian Fusion,4.0,41.022521,-73.775243
Flames Woodfired Pizza,3.6,41.05242,-73.81394
Olive Branch,2.9,41.0215516,-73.6264152
Dough Girls,4.8,41.0670166,-73.6182979
Tommy’s Trax Side Cafe,4.3,41.0519467767336,-73.7717077888665
